name,category,address,hours,rating,avg_bill,middle_coffee_cup
Вы Дао вкус Азии,ресторан,"Санкт-Петербург, ул. 7-я Красноармейская 5","Пн–Пт: 11:00 — 22:30, Сб–Вс: 12:00 — 22:30",5.5,Средний чек 900 р. без напитков,
Thai Fun,ресторан,"Санкт-Петербург, ул. Киевская 12",Пн–Вс: 12:00 — 23:00,0,Средний чек 1200 р. без напитков,
+86 китайская кухня,ресторан,"Санкт-Петербург, ул. Марата 29",Пн–Вс: 11:00 — 22:00,0,Средний чек 500 р. без напитков,
Mai Thai,ресторан,"Санкт-Петербург, Мурино, Петровский б-р 2/1",Пн–Вс: 11:00 — 23:00,6,Средний чек 1100 р. без напитков,
A May,ресторан,"Санкт-Петербург, наб. реки Фонтанки 50",Пн–Вс: 10:00 — 22:00,0,Средний чек 300 р. без напитков,
Why.China,ресторан,"Санкт-Петербург, Казанская ул. 23",Пн–Вс: 11:00 — 21:00,7.5,Средний чек 600 р. без напитков,
CityRestGo,ресторан,"Санкт-Петербург, ул. Чайковского 38/9",Пн–Вс: 12:00 — 23:00,0,Средний чек 900 р. без напитков,
Proroll,ресторан,"Санкт-Петербург, Добавить отзыв",Пн–Вс: 11:00 — 23:00,0,Средний чек 600 р. без напитков,
Тайвань,ресторан,"Санкт-Петербург, Лермонтовский пр. 30",Пн–Вс: 12:00 — 22:30,0,Средний чек 1200 р. без напитков,
TopEr,ресторан,"Санкт-Петербург, ул. Типанова 29",Пн–Вс: 12:00 — 23:30,0,Средний чек 1300 р. без напитков,
Русская рюмочная № 1,ресторан,"Санкт-Петербург, б-р Конногвардейский 4",Пн–Вс: 12:00 — 00:00,8.8,Средний чек 3500 р. без напитков,
Наследники,ресторан,"Санкт-Петербург, пр. Каменноостровский 11","Пн–Чт: 11:00 — 23:00, Пт–Сб: C 11:00 — до последнего гостя, Вс: 11:00 — 23:00",7.4,Средний чек 1500 р. без напитков,
Пьяна ель,ресторан,"Санкт-Петербург, ул. Пестеля 21",Пн–Вс: 16:00 — 02:00,7.2,Средний чек 800 р. без напитков,
L'eclat,ресторан,"Санкт-Петербург, ул. Пестеля 1/12",Пн–Вс: 07:00 — 23:00,7.8,Средний чек 1500 р. без напитков,
La Familia,ресторан,"Санкт-Петербург, наб. канала Крюкова 27",Пн–Вс: 13:00 — 23:00,9.9,Средний чек 1550 р. без напитков,
Комель,ресторан,"Санкт-Петербург, ул. Караванная 2",Пн–Вс: 11:00 — 23:00,8,Средний чек 1000 р. без напитков,
Поминальная трапеза,ресторан,"Санкт-Петербург, пр. Кондратьевский 62 корп.1",Пн–Вс: 11:00 — 23:30,0,Средний чек 800 р. без напитков,
Руки ВВерх!,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1800 р. без напитков,
Совиньон,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 2500 р. без напитков,
Гуси-лебеди,ресторан,"Санкт-Петербург, пр. Коломяжский 19/2","Пн–Чт: 12:00 — 23:00, Пт–Сб: 12:00 — 02:00, Вс: 12:00 — 23:00",8.3,Средний чек 1100 р. без напитков,
Штакеншнейдер,ресторан,"Санкт-Петербург, ул. Миллионная 10",Пн–Вс: 08:00 — 23:00,8.8,Средний чек 2700 р. без напитков,
Дети на кухне,ресторан,"Санкт-Петербург, ул. Решетникова 12",Пн–Вс: 11:00 — 22:00,0,Средний чек 1200 р. без напитков,
Виктория,ресторан,"Санкт-Петербург, пр. Невский 15",Пн–Вс: 12:00 — 23:00,0,Средний чек 3000 р. без напитков,
Creme de La Creme,ресторан,"Санкт-Петербург, пр. Большеохтинский 1к1",Пн–Вс: 12:00 — 22:00,0,Средний чек 2350 р. без напитков,
Проспект,ресторан,"Санкт-Петербург, ул. М. Морская 21",Пн–Вс: 12:00 — 23:00,9.4,Средний чек 1050 р. без напитков,
Москва,ресторан,"Санкт-Петербург, пр. Невский 114-116","Пн–Ср: 10:00 — 23:00, Чт–Сб: 10:00 — 00:00, Вс: 10:00 — 23:00",7.9,Средний чек 2100 р. без напитков,
Метрополь,ресторан,"Санкт-Петербург, ул. Садовая 22/2",Пн–Вс: 12:00 — 23:30,8.1,Средний чек 2700 р. без напитков,
Stroganoff Bar & Grill,ресторан,"Санкт-Петербург, ш. Приморское 418",Пн–Вс: 09:00 — 23:00,8.6,Средний чек 2400 р. без напитков,
Regions,ресторан,"Санкт-Петербург, ул. Жуковского 10",Пн–Вс: 12:00 — 23:00,7.7,Средний чек 1800 р. без напитков,
Лобби-бар отеля «Европа»,ресторан,"Санкт-Петербург, ул. Михайловская 1/7","Пн–Чт: 12:00 — 02:00, Пт–Сб: 12:00 — 05:00, Вс: 12:00 — 02:00",9.5,Средний чек 3300 р. без напитков,
Ф.М. Достоевский,ресторан,"Санкт-Петербург, пр. Владимирский 9А",Пн–Вс: 12:00 — 23:00,8.4,Средний чек 1800 р. без напитков,
Май,ресторан,"Санкт-Петербург, Проспект Маршака 10","Пн–Чт: 12:00 — 23:00, Пт–Сб: 12:00 — 01:00, Вс: 12:00 — 23:00",8.4,Средний чек 1300 р. без напитков,
Leth,ресторан,"Санкт-Петербург, наб. реки Фонтанки 82",Пн–Вс: 12:00 — 23:00,8.1,Средний чек 1800 р. без напитков,
Stroganoff Steak House,ресторан,"Санкт-Петербург, бульвар Конногвардейский 4",Пн–Вс: 12:00 — 00:00,8.3,Средний чек 3000 р. без напитков,
Тройка,ресторан,"Санкт-Петербург, переулок Джамбула 21","Пн–Чт: Выходной, Пт–Вс: 12:00 — 00:00",9.2,Средний чек 1750 р. без напитков,
Mon Amour,ресторан,"Санкт-Петербург, ул. Садовая 83",Пн–Вс: 11:00 — 23:00,9.9,Средний чек 2300 р. без напитков,
Vida Rica,ресторан,"Санкт-Петербург, ул. Опочинина 11",Пн–Вс: 10:00 — 23:00,9.7,Средний чек 2700 р. без напитков,
Le Vernissage,ресторан,"Санкт-Петербург, пр. Римского-Корсакова 5-7",Пн–Вс: 12:00 — 23:00,8.9,Средний чек 1800 р. без напитков,
Богема,ресторан,"Санкт-Петербург, ул. Вокзальная 1Е",Пн–Вс: 11:00 — 23:00,7.1,Средний чек 1700 р. без напитков,
Алые паруса,ресторан,"Санкт-Петербург, наб. Кронверкская 3А",Пн–Вс: 11:00 — 23:00,6.8,Средний чек 3000 р. без напитков,
Наша Dacha,ресторан,"Санкт-Петербург, ш. Приморское 448","Пн–Чт: 12:00 — 23:00, Пт–Сб: 12:00 — 01:00, Вс: 10:00 — 23:00",7.8,Средний чек 2200 р. без напитков,
Blackwood,ресторан,"Санкт-Петербург, ул. Маяковского 4",Пн–Вс: 12:00 — 06:00,10,Средний чек 1300 р. без напитков,
Beer House,ресторан,"Санкт-Петербург, бульв. Менделеева 11 к2",Пн–Вс: 12:00 — 23:00,9.2,Средний чек 1300 р. без напитков,
Blackwood,ресторан,"Санкт-Петербург, ул. Большая Конюшенная 15",Пн–Вс: 12:00 — 06:00,8.6,Средний чек 1300 р. без напитков,
Unity Petrogradka,ресторан,"Санкт-Петербург, проспект Медиков 5 к17","Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 04:00, Вс: 12:00 — 01:00",9.2,Средний чек 1000 р. без напитков,
Старое шале,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 2500 р. без напитков,
Достойная кухня,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1800 р. без напитков,
Фабрика,ресторан,"Санкт-Петербург, пр. Заневский 38","Пн–Чт: Выходной, Пт–Вс: 18:00 — 05:00",7.2,Средний чек 1200 р. без напитков,
Mendeleev Bar,ресторан,"Санкт-Петербург, Банковский пер. 6",Пн–Вс: 15:00 — 06:00,9.7,Средний чек 1000 р. без напитков,
Cherish,ресторан,"Санкт-Петербург, ул. Малая Посадская 3",Пн–Вс: 12:00 — 06:00,9.2,Средний чек 1200 р. без напитков,
Euphoria,ресторан,"Санкт-Петербург, Выборгское шоссе 503к1",Пн–Вс: C 13:00 — до последнего гостя,10,Средний чек 2000 р. без напитков,
9parrots,ресторан,"Санкт-Петербург, Кузьминское ш. 66",Пн–Вс: 12:00 — 23:00,9.2,Средний чек 1150 р. без напитков,
Тризна,ресторан,"Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1950 р. без напитков,
Сказкино варенье,ресторан,"Санкт-Петербург, парк Александровский 1 А",Пн–Вс: 10:00 — 20:00,8.7,Средний чек 700 р. без напитков,
Галерея,ресторан,"Санкт-Петербург, наб. Свердловская 64",Пн–Вс: Под заказ,0,Средний чек 3200 р. без напитков,
Квартира № 162,ресторан,"Санкт-Петербург, пр. Лиговский 123",Пн–Вс: Круглосуточно,8.3,Средний чек 1100 р. без напитков,
Vinograd,ресторан,"Санкт-Петербург, Пр. Обуховской обороны 68, к. 2",Пн–Вс: 11:00 — 23:00,9.3,Средний чек 1000 р. без напитков,
Поминальная трапезная «Помним-любим»,ресторан,"Санкт-Петербург, ул. Политехническая 17/3",Пн–Вс: 11:00 — 19:00,0,,
Союз,ресторан,"Санкт-Петербург, наб. Мойки 26",Пн–Вс: 08:00 — 23:00,8.1,Средний чек 1700 р. без напитков,
Дети на кухне,ресторан,"Санкт-Петербург, Кожевенная линия 40",Пн–Вс: 11:00 — 23:00,6.6,Средний чек 1200 р. без напитков,
Dublin,"бар, паб","Санкт-Петербург, пр. Науки 19 корп. 2",Пн–Вс: 12:00 — 23:00,8,Средний чек 1500 р. без напитков,
Beer House Staff,"бар, паб","Санкт-Петербург, пр. Английский 39",Пн–Вс: 12:00 — 06:00,9.6,Средний чек 1300 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1300 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, Коломяжский пр. 15/1",Пн–Вс: 12:00 — 06:00,8.6,Средний чек 1300 р. без напитков,
Beer House Staff,"бар, паб","Санкт-Петербург, пр. Комендантский 30",Пн–Вс: 12:00 — 06:00,9.4,Средний чек 1300 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, Невский проспект 53",Пн–Вс: 12:00 — 06:00,9.1,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, пр. Коломяжский 15 корп. 2",Пн–Вс: 12:00 — 06:00,8.2,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, ул. Савушкина 143",Пн–Вс: 12:00 — 06:00,9.8,Средний чек 1300 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, ул. Маяковского 4",Пн–Вс: 12:00 — 06:00,10,Средний чек 1300 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1300 р. без напитков,
O'Hooligans,"бар, паб","Санкт-Петербург, пр. Бакунина 5","Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 03:00, Вс: 12:00 — 01:00",9.1,Средний чек 850 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, пр. Гражданский 36",Пн–Вс: 12:00 — 06:00,7.7,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, бульв. Менделеева 11 к2",Пн–Вс: 12:00 — 23:00,9.2,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, ул. Марата 2",Пн–Вс: 12:00 — 06:00,8.5,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, пр. Невский 62",Пн–Вс: 12:00 — 06:00,9,Средний чек 1300 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, ул. Большая Конюшенная 15",Пн–Вс: 12:00 — 06:00,8.6,Средний чек 1300 р. без напитков,
Beer House Staff,"бар, паб","Санкт-Петербург, ул. Некрасова 25",Пн–Вс: 12:00 — 06:00,8,Средний чек 1300 р. без напитков,
Dublin,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1500 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, ул. Ленсовета 90",Пн–Вс: 12:00 — 06:00,9.5,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, ул. Варшавская 23 корп. 3",Пн–Вс: 12:00 — 06:00,8.4,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, ул. Чайковского 38/9",Пн–Вс: 12:00 — 06:00,9.2,Средний чек 1300 р. без напитков,
8th Line Pub,"бар, паб","Санкт-Петербург, Добавить отзыв",Пн–Вс: 18:00 — 02:00,0,Средний чек 1350 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, ул. Кирочная 17",Пн–Вс: 12:00 — 06:00,8.7,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, пр. Московский 216",Пн–Вс: 12:00 — 06:00,9.9,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, бульвар Новаторов 11, к.2",Пн–Вс: 12:00 — 06:00,8.6,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, пр. Пятилеток 2",Пн–Вс: 12:00 — 06:00,8.7,Средний чек 1300 р. без напитков,
William Bass,"бар, паб","Санкт-Петербург, пр. Лиговский 53",Пн–Вс: Круглосуточно,7.7,Средний чек 1800 р. без напитков,
Oldham,"бар, паб","Санкт-Петербург, наб. реки Мойки 56/17","Пн–Чт: 12:00 — 00:00, Пт–Сб: 12:00 — 01:00, Вс: 12:00 — 00:00",8.5,Средний чек 1100 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, ул. Бронницкая 4",Пн–Вс: 12:00 — 06:00,8.3,Средний чек 1300 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, ул. Льва Толстого 5",Пн–Вс: 12:00 — 06:00,9.8,Средний чек 1300 р. без напитков,
Рыжий Рорри,"бар, паб","Санкт-Петербург, ул. Социалистическая 21",Пн–Вс: 13:00 — 02:00,9.1,Средний чек 1300 р. без напитков,
Метрополь,"бар, паб","Санкт-Петербург, ул. Садовая 22/2",Пн–Вс: 12:00 — 23:30,8.1,Средний чек 2700 р. без напитков,
Blackwood,"бар, паб","Санкт-Петербург, ул. Итальянская 10",Пн–Вс: 12:00 — 06:00,9.6,Средний чек 1300 р. без напитков,
Beer House,"бар, паб","Санкт-Петербург, пр. Невский 20",Пн–Вс: 12:00 — 06:00,10,Средний чек 1300 р. без напитков,
Шато винтаж,"бар, паб","Санкт-Петербург, пр. Энгельса 124","Пн: 11:30 — 23:30, Вт–Чт: 11:30 — 01:00, Пт–Сб: 11:30 — 02:00, Вс: 11:30 — 23:30",9.4,Средний чек 1800 р. без напитков,
Waterzooi,"бар, паб","Санкт-Петербург, ул. Ефимова 3",Пн–Вс: 12:00 — 02:00,8.9,Средний чек 1500 р. без напитков,
Charlie Foxtrot,"бар, паб","Санкт-Петербург, Петергоф, ул. Константиновская 8","Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 03:00, Вс: 12:00 — 01:00",7.9,Средний чек 1700 р. без напитков,
Brugge,"бар, паб","Санкт-Петербург, наб. Макарова 22",Пн–Вс: 12:00 — 02:00,7.5,Средний чек 1800 р. без напитков,
Polly MacMolly,"бар, паб","Санкт-Петербург, ул. Оптиков 34к1","Пн–Чт: 12:00 — 02:00, Пт–Сб: 12:00 — 03:00, Вс: 12:00 — 02:00",10,Средний чек 1500 р. без напитков,
Gent,"бар, паб","Санкт-Петербург, пр. Московский 139/1",Пн–Вс: 12:00 — 02:00,6.9,Средний чек 1500 р. без напитков,
Marius,"бар, паб","Санкт-Петербург, улица Марата 11",Пн–Вс: Круглосуточно,8.1,Средний чек 1800 р. без напитков,
Old Whale,"бар, паб","Санкт-Петербург, ул. Федора Абрамова 21 корп.1","Пн–Чт: 13:00 — 23:00, Пт–Сб: C 13:00 — до последнего гостя, Вс: 13:00 — 23:00",9,Средний чек 1400 р. без напитков,
Dog's Nose,"бар, паб","Санкт-Петербург, ул. Разъезжая 11","Пн–Чт: 17:00 — 01:00, Пт–Сб: 17:00 — 03:00, Вс: 17:00 — 01:00",9.3,Средний чек 700 р. без напитков,
Library,"бар, паб","Санкт-Петербург, пр. Ветеранов 69","Пн–Чт: 14:00 — 02:00, Пт–Сб: 14:00 — 03:00, Вс: 14:00 — 02:00",9.1,Средний чек 950 р. без напитков,
Finnegan's Wake Irish Pub,"бар, паб","Санкт-Петербург, пер. Талалихина 5/15","Пн–Чт: 12:00 — 01:00, Пт: 12:00 — 02:00, Сб–Вс: 12:00 — 01:00",7.6,Средний чек 1200 р. без напитков,
Lambic Bar,"бар, паб","Санкт-Петербург, пр. Загородный 24","Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 02:00, Вс: 12:00 — 01:00",8.3,Средний чек 1400 р. без напитков,
Bar 76,"бар, паб","Санкт-Петербург, Малый проспект П.С. 76","Пн–Чт: 14:00 — 02:00, Пт–Сб: 14:00 — 04:00, Вс: 14:00 — 02:00",7.7,Средний чек 900 р. без напитков,
KwakInn,"бар, паб","Санкт-Петербург, ул. Звенигородская 2/44","Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 02:00, Вс: 12:00 — 01:00",7,Средний чек 1000 р. без напитков,
Alpenhaus,"бар, паб","Санкт-Петербург, Южная дорога 17","Пн–Вт: Выходной, Ср–Чт: 18:00 — 00:00, Пт: 19:00 — 01:00, Сб: 13:00 — 01:00, Вс: 13:00 — 20:00",7.1,Средний чек 1750 р. без напитков,
Golden Pint,"бар, паб","Санкт-Петербург, ул. Фурштатская 9","Пн–Ср: 12:00 — 00:00, Чт: 12:00 — 01:00, Пт: 12:00 — 02:00, Сб: 14:00 — 02:00, Вс: 13:00 — 01:00",8.3,Средний чек 1050 р. без напитков,
Руки ВВерх!,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1800 р. без напитков,
Двойник,"бар, паб","Санкт-Петербург, ул. Достоевского 13","Пн–Чт: 16:00 — 03:00, Пт–Сб: 16:00 — 04:00, Вс: 16:00 — 03:00",9.8,Средний чек 900 р. без напитков,
Руки ВВерх!,"бар, паб","Санкт-Петербург, пр. Московский 111",Пн–Вс: 18:00 — 06:00,8.7,Средний чек 1800 р. без напитков,
Шуба,"бар, паб","Санкт-Петербург, ул. Некрасова 34","Пн–Чт: 12:00 — 04:00, Пт–Сб: 12:00 — 06:00, Вс: 12:00 — 04:00",0,Средний чек 900 р. без напитков,
DOM 12,"бар, паб","Санкт-Петербург, Садовая ул. 12","Пн–Чт: 15:00 — 04:00, Пт–Сб: 15:00 — 06:00, Вс: 15:00 — 04:00",0,,
Gin Tonic Bar,"бар, паб","Санкт-Петербург, пр. Литейный 64","Пн–Чт: 18:00 — 01:00, Пт–Сб: 18:00 — 06:00, Вс: 18:00 — 01:00",8.7,Средний чек 650 р. без напитков,
Xander Bar,"бар, паб","Санкт-Петербург, пр. Вознесенский 1",Пн–Вс: 17:00 — 02:00,9.3,Средний чек 2500 р. без напитков,
Tangiers Lounge Gastello,"бар, паб","Санкт-Петербург, ул. Гастелло 22Б","Пн–Чт: 12:00 — 02:00, Пт–Сб: 12:00 — 04:00, Вс: 12:00 — 02:00",8.7,Средний чек 1200 р. без напитков,
Мама Тата,"бар, паб","Санкт-Петербург, ул. Караванная 8",Пн–Вс: 12:00 — 00:00,9.3,Средний чек 800 р. без напитков,
Сплетни бар by Anna Asti,"бар, паб","Санкт-Петербург, Конюшенная пл. 2Г",Пн–Вс: 12:00 — 05:00,8.6,Средний чек 2000 р. без напитков,
Консерватор,"бар, паб","Санкт-Петербург, пр. Римского-Корсакова 5-7","Пн–Ср: 19:00 — 04:00, Чт–Сб: 19:00 — 05:00, Вс: 19:00 — 04:00",9.4,Средний чек 500 р. без напитков,
Del Mar,"бар, паб","Санкт-Петербург, ул. Туристская 34","Пн–Чт: 11:00 — 04:00, Пт–Сб: 11:00 — 06:00, Вс: 11:00 — 04:00",6.5,Средний чек 1200 р. без напитков,
Tsinist,"бар, паб","Санкт-Петербург, Полтавская ул. 7","Пн–Чт: C 13:00 — до последнего гостя, Пт–Сб: 13:00 — 06:00, Вс: C 13:00 — до последнего гостя",9.3,Средний чек 1600 р. без напитков,
Wild,"бар, паб","Санкт-Петербург, ул. Пионерская 32",Пн–Вс: C 12:00 — до последнего гостя,0,Средний чек 1100 р. без напитков,
Рыжий Рорри,"бар, паб","Санкт-Петербург, ул. Социалистическая 21",Пн–Вс: 13:00 — 02:00,9.1,Средний чек 1300 р. без напитков,
Roots Bar,"бар, паб","Санкт-Петербург, Всеволожский район, Медное озеро ","Пн–Чт: 12:00 — 23:00, Пт–Сб: 12:00 — 00:00, Вс: 12:00 — 23:00",0,Средний чек 1000 р. без напитков,
Nove,"бар, паб","Санкт-Петербург, наб. реки Мойки 99",Пн–Вс: 11:00 — 23:00,7.8,Средний чек 1600 р. без напитков,
7sky,"бар, паб","Санкт-Петербург, пер. Ковенский 5",Пн–Вс: 18:00 — 06:00,9.4,Средний чек 1250 р. без напитков,
Лобби-бар отеля «Европа»,"бар, паб","Санкт-Петербург, ул. Михайловская 1/7","Пн–Чт: 12:00 — 02:00, Пт–Сб: 12:00 — 05:00, Вс: 12:00 — 02:00",9.5,Средний чек 3300 р. без напитков,
Hustle,"бар, паб","Санкт-Петербург, 18-я линия Васильевского острова 29","Пн–Чт: 12:00 — 02:00, Пт–Сб: 12:00 — 04:00, Вс: 12:00 — 02:00",10,Средний чек 1390 р. без напитков,
Takadaya,"бар, паб","Санкт-Петербург, Кожевенная линия 34","Пн–Чт: Выходной, Пт–Вс: 17:00 — 23:00",0,Средний чек 800 р. без напитков,
L'eclat,"бар, паб","Санкт-Петербург, ул. Пестеля 1/12",Пн–Вс: 07:00 — 23:00,7.8,Средний чек 1500 р. без напитков,
Zависть Podium Club,"бар, паб","Санкт-Петербург, пр. Невский 80",Пн–Вс: 20:00 — 08:00,10,Средний чек 2000 р. без напитков,
Zажигалка,"бар, паб","Санкт-Петербург, пер. Щербаков 17 лит. А",Пн–Вс: 22:00 — 06:00,9.7,Средний чек 800 р. без напитков,
Огонёк,"бар, паб","Санкт-Петербург, Получите расширенный доступ к странице",,,Средний чек 1200 р. без напитков,
Quinta,"бар, паб","Санкт-Петербург, ул. Жуковского ","Пн–Ср: Выходной, Чт–Вс: 19:00 — 02:00",0,,
Гадкий койот,"бар, паб","Санкт-Петербург, ул. Думская 4а",Пн–Вс: 20:00 — 06:00,9.8,Средний чек 500 р. без напитков,
Crazy Voice,"бар, паб","Санкт-Петербург, Добавить отзыв","Пн: Выходной, Вт–Вс: 18:00 — 05:00",0,Средний чек 1300 р. без напитков,
Tangiers Lounge Buharestskaya,"бар, паб","Санкт-Петербург, ул. Бухарестская 74",Пн–Вс: 12:00 — 02:00,9,Средний чек 1600 р. без напитков,
FeelingWine'S by Чувство вина,"бар, паб","Санкт-Петербург, ул. Жуковского 57",Пн–Вс: C 09:00 — до последнего гостя,0,Средний чек 1500 р. без напитков,
Лаборатория 31 на Гороховой,"бар, паб","Санкт-Петербург, ул. Гороховая 31",Пн–Вс: 15:00 — 06:00,9.6,Средний чек 600 р. без напитков,
